ADDRESS,YEAR BUILT, SALE PRICE 
"11 HOYT STREET, 5D",2018,"3,500,000"
"11 HOYT STREET, 5E",2018,"4,350,000"
"11 HOYT STREET, 5L",2018,"101,457"
"11 HOYT STREET, 5M",2018,"735,000"
"11 HOYT STREET, 7K",2018,"38,325"
"11 HOYT STREET, 7K",2018,"101,457"
"11 HOYT STREET, 10B",2018,"1,130,000"
"11 HOYT STREET, 11D",2018,"101,457"
"11 HOYT STREET, 11J",2018,"101,457"
"11 HOYT STREET, 18B",2018,0
"11 HOYT STREET, 18D",2018,"1,110,000"
"11 HOYT STREET, 20A",2018,"101,457"
"11 HOYT STREET, 20E",2018,"463,750"
"11 HOYT STREET, 23A",2018,"1,675,000"
"11 HOYT STREET, 25F",2018,"1,100,000"
"11 HOYT STREET, 25G",2018,"780,000"
"11 HOYT STREET, 27C",2018,"1,875,000"
"11 HOYT STREET, 29C",2018,"1,940,000"
"11 HOYT STREET, 30C",2018,"1,965,000"
"11 HOYT STREET, 30K",2018,"2,200,000"
"11 HOYT STREET, 30L",2018,0
"11 HOYT STREET, 30L",2018,"101,457"
"11 HOYT STREET, 31C",2018,"1,990,000"
"11 HOYT STREET, 31D",2018,"1,800,000"
"11 HOYT STREET, 31G",2018,"765,000"
"11 HOYT STREET, 35D",2018,0
"11 HOYT STREET, 37B",2018,"1,940,000"
"11 HOYT STREET, 37F",2018,"2,800,000"
"11 HOYT STREET, 37G",2018,"2,300,000"
"11 HOYT STREET, 39G",2018,"2,195,000"
"11 HOYT STREET, 39H",2018,"1,947,500"
"11 HOYT STREET, 40C",2018,"1,175,000"
"11 HOYT STREET, 40G",2018,"2,195,000"
"11 HOYT STREET, 40J",2018,"1,995,000"
"11 HOYT STREET, 41A",2018,"3,500,000"
"11 HOYT STREET, 41F",2018,"2,891,000"
"11 HOYT STREET, 41H",2018,"1,950,000"
"11 HOYT STREET, 42F",2018,"2,830,000"
"11 HOYT STREET, 42H",2018,"1,945,000"
"11 HOYT STREET, 43H",2018,"1,950,000"
"11 HOYT STREET, 45K",2018,"1,995,000"
"11 HOYT STREET, 46A",2018,"101,457"
"11 HOYT STREET, 46C",2018,"1,970,000"
"11 HOYT STREET, 47D",2018,"1,697,000"
"11 HOYT STREET, 47K",2018,"1,990,000"
"11 HOYT STREET, 48F",2018,"1,650,000"
"11 HOYT STREET, 48H",2018,"2,400,000"
"11 HOYT STREET, 49F",2018,"1,695,000"
"11 HOYT STREET, 49K",2018,"1,995,000"
"11 HOYT STREET, 50E",2018,"785,000"
"11 HOYT STREET, 50F",2018,"1,680,000"
"11 HOYT STREET, 51F",2018,"1,680,000"
"11 HOYT STREET, 51G",2018,"2,125,000"
"11 HOYT STREET, 52A",2018,"2,970,000"
"11 HOYT STREET, 52E",2018,"815,000"
"11 HOYT STREET, 53C",2018,"2,100,000"
"11 HOYT STREET, 53E",2018,"805,000"
"11 HOYT STREET, 53F",2018,"1,690,000"
"11 HOYT STREET, 53G",2018,"2,150,000"
"11 HOYT STREET, 54C",2018,"2,545,625"
"11 HOYT STREET, 54J",2018,"1,500,000"
"11 HOYT STREET, 55C",2018,"2,500,000"
"11 HOYT STREET, 55G",2018,"2,150,000"
"11 HOYT STREET, 55J",2018,"1,520,000"
"11 HOYT STREET, 55K",2018,"2,080,000"
"11 HOYT STREET, PHB",2018,"5,400,000"
"10 NEVINS STREET, 7E",2018,"877,000"
"10 NEVINS STREET, 8D",2018,"635,000"
"10 NEVINS STREET, 10J",2018,"1,113,038"
"10 NEVINS STREET, 14M",2018,"650,662"
"10 NEVINS STREET, 21I",2018,0
"189 SCHERMERHORN STREET, 3G",2007,"875,000"
"189 SCHERMERHORN, 6F",2007,"895,000"
"189 SCHERMERHORN STREET, 20E",2007,"1,330,000"
"189 SCHERMERHORN STREET, 21J",2007,"1,235,000"
"189 SCHERMERHORN STREET, 24F",2007,"715,000"
"189 SCHERMERHORN ST, 25D",2007,"820,000"
"211 SCHERMERHORN STREET, 8B",2017,"1,480,000"
"211 SCHERMERHORN STREET, PHB",2017,0
"319 SCHERMERHORN STREET, 3E",2015,"569,000"
"319 SCHERMERHORN STREET, 9D",2015,"1,200,000"
"319 SCHERMERHORN STREET, 14B",2015,"1,400,000"
"53 BOERUM PLACE, 5D",2003,"625,000"
"53 BOERUM PLACE, 7H",2003,"635,000"
"53 BOERUM PLACE, 11A",2003,"1,100,000"
"53 BOERUM PLACE, 11D",2003,"630,000"
"265 STATE STREET, 704",2014,"900,000"
"265 STATE STREET, 709",2014,"2,050,000"
"265 STATE STREET, 907",2014,"2,650,000"
"265 STATE STREET, 1102",2014,0
"265 STATE STREET, 1103",2014,"975,000"
"265 STATE STREET, 1109",2014,"2,460,000"
"265 STATE STREET, 1111",2014,"2,075,000"
"265 STATE STREET, 1902",2014,"4,375,000"
"110 LIVINGSTON STREET, 4P",1926,0
"110 LIVINGSTON STREET, 4U",1926,"1,485,000"
"110 LIVINGSTON STREET, 6J",1926,"632,500"
"110 LIVINGSTON STREET, 6L",1926,0
"110 LIVINGSTON STREET, 8T",1926,0
"110 LIVINGSTON STREET, 11B",1926,"1,625,000"
"110 LIVINGSTON STREET, 11J",1926,"713,699"
"110 LIVINGSTON STREET, 12O",,"1,372,900"
"110 LIVINGSTON STREET, 14S",,"1,525,000"
"199 STATE STREET, 10A",,"1,105,000"
"76 SCHERMERHORN STREET, 2A",2018,"2,275,000"
"76 SCHERMERHORN STREET, 4D",2018,"1,887,021"
187 STATE STREET,1910,"4,125,000"
340 LIVINGSTON STREET,1920,"11,300,000"
401 STATE STREET,1925,0
517 FULTON STREET,1920,"2,600,000"
56 WILLOUGHBY STREET,1920,"6,300,000"
150-154 LAWRENCE STREET,1920,"22,500,000"
228 LIVINGSTON STREET,1920,"4,364,600"
229 DUFFIELD STREET,2009,"42,213,656"
"9 DEKALB AVENUE, 53D",2021,"1,375,000"
"9 DEKALB AVENUE, 70A",2021,"894,219"
180 SCHERMERHORN STREET,,0
"140 SCHERMERHORN STREET, HOTEL",2014,"97,500,000"
"9 DEKALB AVENUE, 53G",1908,"1,069,163"
"71 SMITH STREET, COMM1",2014,"13,000,000"
"71 SMITH STREET, COMM2",2014,"13,000,000"
"140 SCHERMERHORN STREET, COMM3",2014,"13,000,000"
"110 LIVINGSTON STREET, T9",,"70,000"
45 DUFFIELD STREET,1910,0
39 DUFFIELD STREET,1915,0
"175 ADAMS STREET, 11F",1950,"535,000"
"175 ADAMS STREET, 3G",1950,"850,000"
"175 ADAMS STREET, 7H",1950,"583,000"
"175 ADAMS STREET, 7H",1950,"625,000"
"175 ADAMS STREET, 9E",1950,"449,000"
"195 ADAMS ST, 10E",1950,"477,500"
"195 ADAMS STREET, 14G",1950,"925,000"
"195 ADAMS STREET, 14H",1950,"425,000"
"195 ADAMS STREET, 15A",1950,"790,000"
"215 ADAMS STREET, 3G",1950,0
"215 ADAMS STREET, 4G",1950,"712,500"
"215 ADAMS STREET, 5H",1950,"600,000"
"225 ADAMS STREET, 14K",1950,"230,000"
"225 ADAMS STREET, 15H",1950,"850,000"
"225 ADAMS STREET, 5J",1950,0
"225 ADAMS STREET, 8B",1950,"330,000"
"225 ADAMS STREET, 9J",1950,"312,500"
"230 JAY STREET, 16A",1950,"799,000"
"230 JAY STREET, 16G",1950,"740,000"
"230 JAY STREET, 2E",1950,"420,000"
"230 JAY STREET, 3C",1950,0
"230 JAY STREET, 5G",1950,"720,000"
"230 JAY STREET, 6B",1950,0
"235 ADAMS ST, 16A",1950,"325,000"
"235 ADAMS ST, 16A",1950,"352,000"
"235 ADAMS STREET, 10C",1950,"485,000"
"235 ADAMS STREET, 14J",1950,"307,500"
"235 ADAMS STREET, 2E",1950,"265,000"
"235 ADAMS STREET, 5A",1950,"299,000"
"235 ADAMS STREET, 5C",1950,0
"235 ADAMS STREET, 8E",1950,"350,000"
"235 ADAMS STREET, 8F",1950,0
"235 ADAMS STREET, IJ",1950,"275,000"
"270 JAY STREET, 3C",1950,0
"270 JAY STREET, 5A",1950,"330,000"
"270 JAY STREET, 8C",1950,"520,000"
"270 JAY STREET, 8F",1950,0
"60 DUFFIELD STREET, RU",2013,0
"35 DUFFIELD STREET, 1B",2017,"1,395,000"
"306 GOLD STREET, 3G",,0
"306 GOLD STREET, 6F",,0
"306 GOLD STREET, 7A",,"908,000"
"306 GOLD STREET, 14C",,0
"306 GOLD STREET, 17E",2008,0
"306 GOLD STREET, 17G",2008,0
"306 GOLD STREET, 20G",2008,"875,000"
"306 GOLD STREET, 21D",2008,"1,324,000"
"306 GOLD ST, 22C",,10
"306 GOLD STREET, 28E",,"970,000"
"306 GOLD STREET, 29C",,0
"306 GOLD STREET, 29G",,0
"306 GOLD STREET, 32A",2008,"1,513,690"
"306 GOLD STREET, 38E",,"990,000"
"306 GOLD STREET, 38F",,"1,695,000"
"306 GOLD STREET, 39C",,"1,450,000"
"306 GOLD STREET, 40A",,0
"176 JOHNSON STREET, 7B",1926,"710,000"
"176 JOHNSON STREET, 7E",1926,"1,170,000"
"365 BRIDGE STREET, 2E",1800,"400,000"
"365 BRIDGE STREET, 3B",1800,"1,275,000"
"365 BRIDGE STREET, 3K",1800,"815,000"
"365 BRIDGE STREET, 4H",1800,"938,000"
"365 BRIDGE STREET, 4O",1800,"1,060,000"
"365 BRIDGE STREET, 5E",1800,0
"365 BRIDGE STREET, 5J",1800,"269,000"
"365 BRIDGE STREET, 5J",1800,"1,030,000"
"365 BRIDGE STREET, 6H",1800,"950,000"
"365 BRIDGE STREET, 8O",1800,"1,050,000"
"365 BRIDGE STREET, 9P",1800,"1,825,000"
"365 BRIDGE STREET, 10K",1800,"1,325,000"
"365 BRIDGE STREET, 11C",1800,"1,095,225"
"365 BRIDGE STREET, 11K",1800,0
"365 BRIDGE STREET, 14D",1800,"1,450,000"
"365 BRIDGE STREET, 14G",1800,"1,440,000"
"365 BRIDGE STREET, 15D",1800,0
"365 BRIDGE STREET, 16C",1800,0
"365 BRIDGE STREET, 16G",1800,"970,000"
"101 WILLOUGHBY STREET, 19C",1800,"1,503,000"
"365 BRIDGE STREET, 21C",1800,"1,800,000"
"150 MYRTLE AVENUE, 309",2007,"999,000"
"150 MYRTLE AVENUE, 505",2007,0
"150 MYRTLE AVENUE, 511",2007,"695,000"
"150 MYRTLE AVENUE, 512",2007,"695,000"
"150 MYRTLE AVENUE, 1102",2007,"585,000"
"150 MYRTLE AVE, 1402",2007,"292,500"
"150 MYRTLE AVE, 1503",2007,0
"150 MYRTLE AVE, 2406",2007,"1,225,000"
"150 MYRTLE AVENUE, 2703",2007,0
"150 MYRTLE AVENUE, 2904",2007,"935,000"
"150 MYRTLE AVENUE, 3603",2007,"2,087,500"
146 CONCORD STREET,1915,0
242 GOLD STREET,,"1,800,000"
240 NASSAU STREET,1975,"15,000,000"
"150 MYRTLE AVENUE, 200",2007,"2,650,000"
"85 FLATBUSH AVENUE EXTE, HU",2013,0
"85 FLATBUSH AVENUE EXTE, CU",2013,0
"306 GOLD STREET, 8",,"20,000"
"306 GOLD STREET, 17",,0
"306 GOLD STREET, 21",,"1,695,000"
"306 GOLD STREET, 63",,"1,450,000"
1034 70TH STREET,1920,"980,000"
1040 70TH STREET,1920,"1,045,000"
1020 72ND STREET,1905,0
7214 11TH AVENUE,1925,"998,000"
1069 BAY RIDGE PARKWAY,1925,"1,250,000"
927 76TH STREET,1925,0
1022 BAY RIDGE PARKWAY,1925,"720,000"
1063 76TH STREET,1925,"400,000"
1059 76TH STREET,1925,"1,175,000"
1057 76TH STREET,1925,"1,135,000"
7616 10TH AVENUE,1925,"1,085,000"
963 77TH STREET,1925,"889,000"
1054 76TH STREET,1930,"1,200,000"
1025 77TH STREET,1930,"840,000"
7622 11TH AVENUE,1930,0
966 77TH STREET,1925,0
976 77TH STREET,1925,10
7712 10TH AVE,1925,0
7718 10 AVENUE,1925,"1,200,000"
987 78 STREET,1925,0
963 78TH STREET,1925,"1,080,000"
1045 78TH STREET,1935,"1,165,000"
1074 78TH STREET,1925,0
1074 78TH STREET,1925,"1,210,000"
1019 79TH STREET,1925,0
953 80TH STREET,1920,"1,200,000"
1044 79TH STREET,1925,0
1051 80TH ST,1925,"1,235,000"
1039 80TH STREET,1925,"988,000"
934 80TH STREET,1925,0
946 80TH STREET,1925,"1,150,000"
8006 10TH AVENUE,1901,0
8020 10TH AVENUE,1901,"700,000"
967 81ST STREET,1925,"1,170,000"
925 81ST STREET,1925,0
923 81ST STREET,1925,"1,493,500"
919 81ST STREET,1925,0
1045 81ST STREET,1925,"1,150,000"
931 82ND STREET,1925,"888,000"
929 82ND STREET,1925,0
8113 10TH AVENUE,1925,"840,000"
8105 10TH AVENUE,1925,"1,400,000"
1038 81ST STREET,1925,"999,000"
1068 81ST STREET,1925,"418,500"
1057 82ND STREET,1925,0
8206 10TH AVENUE,1925,"1,035,000"
1061 83RD STREET,1899,"2,100,000"
1029 84TH ST,1925,0
1029 84TH STREET,1925,0
8512 11TH AVENUE,1935,0
1335 71ST STREET,1910,0
1319 71ST STREET,1930,"765,000"
1356 71 STREET,1930,"950,000"
1143 74TH ST,1925,0
1117 74TH STREET,1920,0
1243 74TH STREET,1920,0
7315 13 AVENUE,1931,0
1349 74TH STREET,1920,"1,560,000"
1345 74TH STREET,1920,"1,270,000"
1215 BAY RIDGE PARKWAY,1930,0
7421 13TH AVENUE,1931,0
1251 76TH STREET,1920,"990,000"
1152 76 STREET,1930,0
7610 12TH AVENUE,1910,0
1125 77TH STREET,1930,0
7609 12 AVENUE,1915,0
1225 77TH STREET,1930,"1,265,000"
7713 11TH AVENUE,1920,0
1119 78TH STREET,1920,"995,000"
1212 77TH STREET,1920,0
1212A 77TH STREET,1920,0
1272 77TH STREET,1920,"990,000"
1237 78TH STREET,1920,"1,050,000"
1228 77TH STREET,1920,"990,000"
1238 77TH STREET,1920,"610,000"
7805 11TH AVENUE,1920,0
1124 78TH STREET,1920,"1,030,000"
1144 78TH STREET,1920,0
1146 78TH STREET,1920,0
1113 80TH STREET,1920,0
1238 79TH STREET,1920,"930,000"
1255 80TH STREET,1920,"1,100,000"
1235 80TH STREET,1920,"975,000"
1130 80TH STREET,1925,0
1230 80 ST,1920,10
8313 12TH AVENUE,1930,"1,810,000"
8311 12TH AVENUE,1930,"1,187,500"
1250 83RD STREET,2020,0
1214 84TH STREET,1920,"850,000"
1216 84TH STREET,1920,"935,000"
8402 14TH AVENUE,1930,"1,138,000"
1241 86TH STREET,1920,"800,000"
6520 10TH AVENUE,1925,"1,650,000"
971 66TH STREET,1925,0
6521 10TH AVENUE,1925,"1,540,000"
1030 65TH STREET,1930,"1,700,000"
1053 66TH STREET,1920,0
1039 66TH STREET,1930,0
960 66TH STREET,1925,"1,450,000"
961 67TH STREET,1910,0
6605 10TH AVENUE,1925,0
1057 67TH STREET,1920,"1,825,330"
1214 66 ST,1920,0
1238 66TH STREET,1960,0
1217 67TH STREET,1960,0
978 67TH STREET,1955,0
6706 11TH AVE,1925,0
6706 11TH AVENUE,1925,"1,300,000"
6713 11TH AVE,1931,0
1201 OVINGTON AVENUE,1940,"1,630,000"
6730 13TH AVENUE,1899,"1,250,000"
1315 68 STREET,1930,"1,080,000"
970 68TH STREET,1915,0
6807 10TH AVENUE,1925,"1,775,000"
1053 BAY RIDGE AVENUE,1925,0
1051 BAY RIDGE AVENUE,1925,"1,100,000"
1035 BAY RIDGE AVENUE,1925,"1,780,000"
1005 BAY RIDGE AVENUE,1925,0
6809 11TH AVENUE,1931,"1,430,000"
1124 OVINGTON AVENUE,1925,"1,235,000"
1158 OVINGTON AVENUE,1930,0
1131 BAY RIDGE AVENUE,1925,"1,280,000"
1320 68TH STREET,1925,0
1341 BAY RIDGE AVENUE,1965,0
1323 BAY RIDGE AVENUE,1925,0
6916 10TH AVENUE,1910,0
6924 10TH AVENUE,1910,0
951 70TH STREET,1901,0
1063 70TH STREET,1930,0
1035 70TH STREET,1925,0
7017 FORT HAMILTON PARKWAY,1930,0
930 70TH STREET,1925,0
962 70TH STREET,1975,0
7018 10TH AVENUE,1925,0
1066 70TH STREET,1925,0
1072 70TH STREET,1925,"1,830,000"
1025 71ST STREET,1899,"1,330,000"
1023 71ST STREET,1899,0
950 71ST STREET,1905,"1,450,000"
1034 71ST STREET,1915,0
7302 11TH AVENUE,1915,0
1017 74TH STREET,1910,"1,500,000"
978 BAY RIDGE PARKWAY,1930,"1,620,000"
951 77TH STREET,1925,"1,450,000"
949 77TH STREET,1925,0
956 77TH STREET,1925,"1,460,000"
913 78TH STREET,1925,"475,494"
1034 77TH STREET,1930,"1,700,000"
969 79TH STREET,1925,0
959 79TH STREET,1925,0
920 79TH STREET,1930,"1,650,000"
8005 7TH AVENUE,1920,0
8108 10TH AVENUE,1925,0
938 82ND STREET,1930,0
938 82ND STREET,1930,"982,000"
942 82ND STREET,1930,"1,470,000"
1037 84TH STREET,1925,"1,200,000"
1072 84TH STREET,1960,"1,580,000"
1072 85TH STREET,1955,"1,425,000"
1204 BAY RIDGE AVENUE,1931,"990,000"
1316 BAY RIDGE AVENUE,1910,0
1222 70TH STREET,1930,"1,795,000"
1236 70TH STREET,1930,"1,730,000"
1377 71ST STREET,1955,0
7121 12TH AVENUE,1940,"950,000"
7118 13TH AVENUE,1931,"975,000"
1333 72ND STREET,1910,0
1329 72ND STREET,1910,0
1317 72ND STREET,1910,0
1338 71ST STREET,1930,"970,000"
1173 73RD STREET,1945,0
1159 73RD STREET,1945,0
1133 73RD STREET,1945,0
1117 73RD STREET,1945,0
7203 12TH AVENUE,1930,0
1218 72ND STREET,1930,0
1238 72ND STREET,1930,0
1318 72ND STREET,1910,"1,430,000"
7214 14TH AVENUE,1930,"1,590,000"
1367 73RD STREET,2016,0
1367 73RD STREET,2016,"411,828"
7318 12TH AVENUE,1930,"1,350,000"
1338 73RD STREET,2004,"1,900,000"
1341 74TH STREET,1920,0
1150 74TH STREET,2012,0
7406 13 AVENUE,1931,0
1354 74TH STREET,1905,0
1102 BAY RIDGE PARKWAY,1940,"1,860,000"
1174 BAY RIDGE PARKWAY,1920,0
1349 76TH STREET,1920,"1,151,000"
1171 77TH STREET,1930,0
1332 76TH STREET,1920,"1,338,000"
1340 76TH STREET,1920,"1,409,000"
1372 76TH STREET,1920,0
1219 78TH STREET,1920,"1,500,000"
1351 78TH STREET,1930,"1,125,000"
1271 79 STREET,1910,0
1257 79TH STREET,1920,0
1233 79TH STREET,1920,"1,095,000"
7916 12TH AVENUE,1915,"1,650,000"
1262 79TH STREET,1920,"1,100,000"
1343 80TH STREET,1930,0
1250 80TH STREET,1920,"1,160,000"
8009 13TH AVENUE,1910,"1,800,000"
8111 11TH AVENUE,1935,0
1128 81ST STREET,1910,0
1151 82ND STREET,1910,"1,500,000"
1345 82ND STREET,1925,0
1341 82ND STREET,1925,"1,680,000"
1329 82ND STREET,1925,"1,450,000"
8205 11TH AVENUE,1980,0
1340 82ND STREET,1925,0
1348 82ND STREET,1925,0
1360 82ND STREET,1925,"1,200,000"
1153 84TH STREET,1940,"1,430,000"
1141 85TH STREET,1970,"1,615,000"
8418 14TH AVENUE,1930,0
1175 86 STREET,1935,"872,000"
1242 85TH STREET,1975,0
1247 86TH STREET,1920,"990,000"
1320 85TH STREET,1925,"1,825,000"
1369 86TH STREET,1935,0
1043 66TH STREET,1930,"1,590,000"
1305 66TH STREET,1970,"539,000"
1305 66TH STREET,1970,"1,590,000"
1372 65TH STREET,1920,0
1351 66TH STREET,1925,0
1259 67TH STREET,1940,0
1049 OVINGTON AVENUE,1925,"1,600,000"
1216 67TH STREET,1915,0
1372 67TH STREET,1999,0
1052 68TH STREET,1925,0
1071 BAY RIDGE AVENUE,1925,0
963 71ST STREET,1925,"1,650,000"
1078 70TH STREET,1925,0
1082 70TH STREET,1925,"1,815,000"
1084 70TH STREET,1925,"1,915,000"
1075 71ST STREET,1899,0
1054 71ST STREET,1925,0
1066 77TH STREET,1950,"1,350,000"
1149 70TH STREET,1965,0
1248 69TH STREET,1920,0
1272 BAY RIDGE AVENUE,1930,"1,700,000"
1331 70TH STREET,1925,"1,600,000"
1167 71ST STREET,1920,0
1167 71ST STREET,1920,0
1214 70TH STREET,1930,0
1124 71ST STREET,1930,"1,810,000"
1148 71ST STREET,1930,"1,680,000"
1172 71ST STREET,1930,0
1269 72ND STREET,1930,0
1255 72ND STREET,1930,"1,540,000"
1251 72ND STREET,1930,"1,600,000"
1249 72ND STREET,1930,"675,000"
1233 72ND STREET,1930,"1,680,000"
7209 12TH AVENUE,1930,"1,750,000"
1149 74TH STREET,1920,"1,650,000"
1272 73RD STREET,1940,0
1316 73RD STREET,1920,"1,900,000"
7414 12TH AVENUE,1925,"1,739,000"
1250 74TH ST,1970,0
7516 14TH AVENUE,1920,0
7516 14TH AVENUE,1920,0
7516 14TH AVENUE,1920,"1,800,000"
1136 76 STREET,1960,0
1227 79TH STREET,1920,0
1348 78TH STREET,1915,"1,445,000"
1333 81ST STREET,1935,0
1252 82ND STREET,1920,0
1115 86TH STREET,1925,0
1283 86TH STREET,1980,0
1314 85TH STREET,1925,"1,411,200"
"1006 65TH STREET, 1",2006,0
"1006 65TH STREET, 1",2006,0
"1020 66TH STREET, A4",,"700,000"
"1020 66TH STREET, B4",,"510,000"
"1327 67TH STREET, 3A",1999,"635,000"
"6710 11TH AVENUE, 101",,0
"6712 11TH AVENUE, 102",,"675,000"
"6712 11TH AVENUE, 102",,"750,545"
"1054 67TH STREET, 3D",2005,"680,000"
"1124 67TH STREET, B1",,"495,000"
"1349 OVINGTON AVENUE, 3A",2004,0
"1023 72ND STREET, 2A",,"755,000"
"1048 71ST STREET, 1B",2013,0
"7415 10TH AVENUE, 1C",2006,"850,000"
"7413 10TH AVENUE, 1D",2006,"850,000"
"7413 10TH AVENUE, 2D",2006,"740,000"
"956 79TH STREET, 2B",,"698,000"
"1246 73RD STREET, 1A",2002,"700,000"
"1268 83RD STREET, 2A",,"778,000"
"1270 83RD STREET, 3B",,"750,000"
N/A 13TH AVENUE,,"1,330,000"
1115 78TH STREET,,"1,800,000"
1125 66TH STREET,,"1,942,000"
1121 66TH STREET,1950,"1,942,000"
1175 66TH STREET,1920,"1,900,000"
1123 66TH STREET,1920,"1,942,000"
1133 67TH STREET,1925,0
6609 13TH AVENUE,1920,"1,000,000"
1314 66TH STREET,1931,0
6706 13TH AVENUE,1920,"900,000"
1339 OVINGTON AVENUE,1920,"1,725,000"
6812 13TH AVENUE,1920,"1,330,000"
1167 70 ST,1920,0
1240 BAY RIDGE AVENUE,1931,0
1117 72 STREET,1925,0
7512 12TH AVENUE,1931,0
1278 85TH STREET,1924,"1,990,000"
"1369 BAY RIDGE AVENUE, B",2006,"615,000"
"1369 BAY RIDGE AVENUE, 1E",2006,0
6729 11TH AVENUE,1931,0
6923 FT HAMILTON PARKWAY,1931,"1,524,000"
6902 13TH AVENUE,1930,"2,300,000"
8413 13TH AVENUE,1992,0
8413 13TH AVENUE,1992,0
"6714 14TH AVENUE, 3",2003,0
"6714 14TH AVENUE, P1",2003,0
6717 11TH AVENUE,1931,0
7111 13TH AVENUE,1931,"750,000"
7317 13 AVENUE,1931,0
7518 13TH AVENUE,1931,"1,500,000"
1338 65TH STREET,,0
1340 65TH STREET,1931,0
1033 72ND STREET,1935,"4,077,778"
1037 72ND STREET,1930,"4,077,778"
"1020 66TH STREET, PS5",,"510,000"
"1020 66TH STREET, PS7",,"700,000"
"1349 OVINGTON AVENUE, P1",2004,0
"1369 BAY RIDGE AVENUE, P6",2006,"615,000"
"1048 71ST STREET, P1",2013,0
"1246 73RD STREET, P1A",2002,"700,000"
149 WYONA,1910,"332,000"
270 VERMONT STREET,1910,0
270 VERMONT STREET,1910,"700,000"
247 BRADFORD STREET,1910,0
549 SUTTER AVENUE,1930,0
308 SNEDIKER AVENUE,1999,0
410 VERMONT STREET,1992,"339,690"
447 VERMONT STREET,1990,0
437 VERMONT STREET,1990,0
420 WYONA STREET,1990,0
385 WYONA STREET,1990,0
351 HINSDALE STREET,1997,0
488 VERMONT STREET,1910,0
421 SNEDIKER AVENUE,1997,0
395 SNEDIKER AVENUE,1997,0
420 HINSDALE STREET,1997,"550,000"
444 SHEFFIELD AVENUE,1999,0
488 HINSDALE STREET,1999,0
494 HINSDALE STREET,1999,0
616 LIVONIA AVENUE,1930,"375,000"
618 LIVONIA AVENUE,1930,"375,000"
435 NEWPORT STREET,2001,0
339 NEW LOTS AVENUE,1930,10
429 NEW LOTS AVENUE,1930,"680,000"
581 SNEDIKER,2001,"585,000"
598 HINSDALE STREET,2003,0
579 HINSDALE STREET,2001,10
669 SNEDIKER AVENUE,2000,"482,500"
661 SNEDIKER AVENUE,2000,"570,000"
625 HINSDALE STREET,2002,"640,000"
376 BARBEY STREET,1899,0
406 HENDRIX STREET,1991,"604,200"
418 HENDRIX STREET,1991,"715,000"
375 HENDRIX STREET,1991,0
338 SCHENCK AVENUE,1991,0
338 SCHENCK AVENUE,1991,"415,000"
438 SHEPHERD AVENUE,1920,0
652 BELMONT AVENUE,1990,0
676 BELMONT AVENUE,1990,"622,500"
448 ELTON STREET,1925,"525,000"
501 CLEVELAND STREET,1990,0
547 LINWOOD STREET,1991,"610,000"
543 LINWOOD STREET,1991,0
280 ATKINS AVENUE,1990,"435,000"
532 WARWICK STREET,1989,"90,000"
536 WARWICK STREET,1989,"660,000"
500 ASHFORD STREET,1993,0
569 WARWICK STREET,1989,0
461 ASHFORD STREET,1998,0
971 BLAKE AVENUE,1989,"590,000"
983 BLAKE AVENUE,1989,0
612 LINWOOD STREET,1989,0
552 ESSEX STREET,1989,"1,000,659"
537 ESSEX STREET,1989,"565,000"
556 SHEPHERD AVE,1990,"600,000"
328 BERRIMAN STREET,1988,"555,000"
553 HENDRIX STREET,1989,"400,000"
830 BLAKE AVENUE,1989,0
495 SCHENCK AVENUE,1901,"625,000"
597 BARBEY STREET,1901,"784,500"
874 BLAKE AVENUE,1990,"625,000"
902 BLAKE AVENUE,1990,"615,940"
996 BLAKE AVENUE,1990,0
1025 DUMONT,1992,0
620 SHEPHERD AVENUE,1988,0
566 SCHENCK AVENUE,1990,0
572 SCHENCK AVENUE,1990,"545,000"
628 BARBEY STREET,1992,0
634 BARBEY STREET,1992,0
639 ELTON STREET,1988,"610,000"
708 LINWOOD STREET,1989,"550,000"
642 ESSEX STREET,1990,0
41 MILFORD STREET,1910,0
278 LOGAN STREET,1910,"1,500,000"
79 MCKINLEY AVENUE,1910,"680,000"
51 HILL STREET,1920,10
28 HILL STREET,1910,0
327 CRESCENT STREET,1920,"670,000"
166 GLEN STREET,1910,0
411 CRESCENT STREET,1920,"710,000"
79 SHERIDAN AVENUE,1930,0
391 GRANT AVENUE,1910,0
367 GRANT AVE,1910,0
363 GRANT AVENUE,1920,0
348 ELDERT LANE,1910,"775,000"
384 ELDERT LANE,1910,"480,000"
384 ELDERT LANE,1910,"690,000"
390 ELDERT LANE,1910,0
390 ELDERT LANE,1910,0
381 ELDERT LANE,1910,0
431 LINCOLN AVENUE,1910,"499,995"
19 DOSCHER STREET,1925,"395,460"
1062 LIBERTY AVENUE,1920,"950,000"
533 ELDERT LANE,1920,0
465 CHESTNUT STREET,1920,"670,000"
463 CHESTNUT STREET,1899,"330,000"
453 CHESTNUT ST,2003,"550,000"
58 DOSCHER STREET,1910,"295,000"
389 PINE STREET,1901,0
564 GRANT AVENUE,1901,0
565 DREW STREET,1910,0
549 DREW STREET,1910,1
568 HEMLOCK STREET,1920,"572,500"
575 LINCOLN AVE,1960,"620,000"
298 FORBELL STREET,1960,"690,000"
142 DOSCHER STREET,1960,"148,000"
142 DOSCHER STREET,1960,"400,000"
724 HEMLOCK STREET,1965,"575,000"
695 AUTUMN AVENUE,1960,0
