ADDRESS,YEAR BUILT, SALE PRICE 
72 HENDRIX STREET,1910,"799,000"
92 BARBEY STREET,1920,"895,000"
12 JEROME STREET,1899,0
24 JEROME STREET,1910,"650,000"
134 WARWICK STREET,1910,10
235 ARLINGTON AVENUE,1931,"441,750"
76 ELTON STREET,1920,"625,000"
263 ARLINGTON AVENUE,1920,0
99 ELTON STREET,1920,0
93 ELTON STREET,1920,"890,000"
168 LINWOOD STREET,1925,0
139 LINWOOD STREET,1910,0
148 HIGHLAND PLACE,1910,"650,000"
133 HENDRIX,1910,"240,000"
102 JEROME STREET,1905,0
113 JEROME STREET,1905,0
173 WARWICK ST,1905,0
238 ARLINGTON AVENUE,1905,"1,525,000"
204 CLEVELAND STREET,1905,"810,000"
239 WARWICK,1910,"750,000"
233 WARWICK,1901,0
176 ASHFORD,1901,0
180 ASHFORD STREET,1901,"39,000"
173 ASHFORD STREET,1901,0
171 ASHFORD STREET,1905,0
2952 FULTON STREET,1920,0
188 ELTON STREET,1901,0
206 ELTON STREET,1905,0
187 ELTON STREET,1905,"75,000"
4 FOLSOM PLACE,1901,"762,000"
196 ESSEX STREET,1901,0
3052 FULTON STREET,1920,"675,000"
186 HIGHLAND PLACE,2005,10
166 HALE AVENUE,1901,0
183 HALE AVENUE,1901,0
224 NORWOOD AVENUE,1901,0
658 JAMAICA AVENUE,1910,0
42 RICHMOND STREET,1910,"820,000"
77 EUCLID AVE,1901,"745,000"
77 EUCLID AVENUE,1901,"350,000"
4 COX PLACE,1901,0
66 HEMLOCK STREET,1920,0
323 ETNA STREET,1920,"840,425"
3 CYPRESS COURT,1935,"785,000"
103 HEMLOCK STREET,1925,"775,000"
40 AUTUMN AVENUE,1960,0
58 AUTUMN AVENUE,1915,0
108 AUTUMN AVE,2008,"850,000"
46 AUTUMN AVENUE,1960,10
85 AUTUMN AVE,1910,"984,911"
54 NICHOLS AVENUE,1901,"845,000"
70 NICHOLS AVENUE,1901,"840,000"
72 NICHOLS AVENUE,1901,0
89 NICHOLS AVE,1901,"640,000"
30 GRANT AVENUE,1899,0
42 ELDERT LANE,1905,"620,000"
42 ELDERT LANE,1905,"947,000"
54 ELDERT LANE,1905,"980,000"
96 ELDERT LANE,1910,0
79 NORWOOD AVENUE,1910,"930,000"
99 LOGAN STREET,1910,0
80 RICHMOND STREET,1910,0
125 RICHMOND STREET,1920,0
180 ETNA STREET,1901,"320,000"
115 CHESTNUT STREET,1901,"1,100,000"
246 ETNA STREET,1901,0
256 ETNA STREET,1901,"930,000"
43 PINE STREET,1910,0
150 CRESCENT STREET,1930,"500,000"
152 CRESCENT STREET,1930,"500,000"
6 KIELY PLACE,1901,0
139 HEMLOCK STREET,1910,"1,130,000"
332 ETNA STREET,1910,0
151 AUTUMN AVE,1905,0
141 AUTUMN AVENUE,1905,"890,000"
158 NICHOLS AVENUE,1910,"576,000"
591 RIDGEWOOD AVE,1901,"910,000"
191 RICHMOND STREET,1901,"980,000"
173 RICHMOND STREET,1920,"950,000"
3215 FULTON ST,1920,0
402 RIDGEWOOD AVENUE,1901,0
3293 FULTON STREET,1920,0
3293 FULTON STREET,1920,"915,000"
205 HEMLOCK STREET,1910,0
228 AUTUMN AVE,1910,"750,000"
202 LINCOLN AVENUE,1899,"880,000"
197 LINCOLN AVENUE,1899,"845,000"
3437 FULTON STREET,1920,"960,000"
205 GRANT AVENUE,1899,0
243 EUCLID AVENUE,1910,0
3288 FULTON STREET,1920,"15,000"
183 PINE STREET,1925,0
169 PINE STREET,1925,"803,000"
248 CRESCENT STREET,1920,0
276 CRESCENT STREET,1920,0
3354 FULTON STREET,1920,0
300 HEMLOCK,1910,0
297 AUTUMN AVENUE,1910,0
272 LINCOLN AVENUE,1910,"980,000"
3430 FULTON STREET,1920,"930,000"
271 NICHOLS AVENUE,1905,"1,140,000"
275 GRANT AVENUE,1899,0
105 WYONA STREET,2018,"1,200,000"
108 BRADFORD STREET,1901,"850,000"
117 BRADFORD STREET,1901,"750,000"
59 SHEPHERD AVENUE,1915,"1,200,000"
175 RIDGEWOOD AVENUE,1920,0
101 SHEPHERD AVENUE,1910,0
236 RIDGEWOOD AVENUE,1931,0
124 NORWOOD AVE,1910,"650,000"
99 SCHENCK AVE,1905,"800,000"
127 VAN SICLEN AVENUE,2005,0
127 VAN SICLEN AVENUE,2005,"995,000"
161 JEROME STREET,1901,"980,000"
3098 FULTON STREET,1901,0
191 HALE AVENUE,1901,"928,000"
107 NICHOLS AVE,1901,0
100 LOGAN,1910,0
100 LOGAN STREET,1910,0
281 RIDGEWOOD AVENUE,1910,"1,300,000"
147 AUTUMN AVENUE,1905,"1,058,161"
260 RIDGEWOOD AVENUE,1901,0
135 LOGAN STREET,1915,0
163 CHESTNUT STREET,1901,"1,173,000"
225 NICHOLS AVENUE,1899,"740,000"
223 NICHOLS AVE,1899,0
201 NICHOLS AVENUE,1899,0
225 GRANT AVE,1899,"1,045,000"
228 LOGAN STREET,1910,0
294 CRESCENT STREET,1920,0
296 CRESCENT STREET,1920,0
269 CRESCENT STREET,1910,0
269 CRESCENT STREET,1910,"990,000"
262 HEMLOCK STREET,1910,0
3478 FULTON STREET,1910,0
N/A WHARTON PLACE,,"400,000"
61 GRANT AVENUE,1960,"700,000"
270 LINCOLN AVENUE,1930,"980,000"
144 JAMAICA AVE.,1899,0
224 SUNNYSIDE AVENUE,1910,0
222 SUNNYSIDE AVENUE,1910,0
324 ARLINGTON AVENUE,1924,0
173 JEROME STREET,1910,"510,000"
239 CLEVELAND STREET,1905,0
3054 FULTON STREET,1910,0
654 JAMAICA AVENUE,1905,"800,000"
42 LINCOLN AVENUE,1925,"890,011"
3205 FULTON STREET,1915,0
229 RICHMOND STREET,1915,"750,000"
2817 ATLANTIC AVENUE,2022,0
"17 PENNSYLVANIA AVE, 16",1905,"225,000"
"224 HIGHLAND BLVD, 602",1940,"305,000"
"224 HIGHLAND BLVD, 809",1940,"230,000"
"224 HIGHLAND BOULEVARD, 205",1940,0
"224 HIGHLAND BOULEVARD, 208",1940,0
"224 HIGHLAND BOULEVARD, 209",1940,0
"224 HIGHLAND BOULEVARD, 305",1940,0
"224 HIGHLAND BOULEVARD, 310",1940,0
"224 HIGHLAND BOULEVARD, 404",1940,0
"224 HIGHLAND BOULEVARD, 405",1940,0
"224 HIGHLAND BOULEVARD, 408",1940,0
"224 HIGHLAND BOULEVARD, 409",1940,0
"224 HIGHLAND BOULEVARD, 411",1940,0
"224 HIGHLAND BOULEVARD, 501",1940,0
"224 HIGHLAND BOULEVARD, 502",1940,0
"224 HIGHLAND BOULEVARD, 503",1940,0
"224 HIGHLAND BOULEVARD, 504",1940,0
"224 HIGHLAND BOULEVARD, 505",1940,0
"224 HIGHLAND BOULEVARD, 506",1940,0
"224 HIGHLAND BOULEVARD, 507",1940,0
"224 HIGHLAND BOULEVARD, 508",1940,0
"224 HIGHLAND BOULEVARD, 509",1940,0
"224 HIGHLAND BOULEVARD, 511",1940,0
"224 HIGHLAND BOULEVARD, 514",1940,0
"224 HIGHLAND BOULEVARD, 603",1940,0
"224 HIGHLAND BOULEVARD, 605",1940,0
"224 HIGHLAND BOULEVARD, 606",1940,0
"224 HIGHLAND BOULEVARD, 607",1940,0
"224 HIGHLAND BOULEVARD, 608",1940,0
"224 HIGHLAND BOULEVARD, 609",1940,0
"224 HIGHLAND BOULEVARD, 612",1940,0
"224 HIGHLAND BOULEVARD, 614",1940,0
"224 HIGHLAND BOULEVARD, 701",1940,0
"224 HIGHLAND BOULEVARD, 702",1940,0
"224 HIGHLAND BOULEVARD, 704",1940,0
"224 HIGHLAND BOULEVARD, 706",1940,0
"224 HIGHLAND BOULEVARD, 709",1940,0
"224 HIGHLAND BOULEVARD, 801",1940,0
"224 HIGHLAND BOULEVARD, 804",1940,0
"224 HIGHLAND BOULEVARD, 805",1940,0
"224 HIGHLAND BOULEVARD, 806",1940,0
"224 HIGHLAND BOULEVARD, 807",1940,0
"224 HIGHLAND BOULEVARD, 810",1940,0
"224 HIGHLAND BOULEVARD, 811",1940,0
"224 HIGHLAND BOULEVARD, 812",1940,0
"224 HIGHLAND BOULEVARD, 814",1940,0
"224 HIGHLAND BOULEVARD, 901",1940,0
"224 HIGHLAND BOULEVARD, 903",1940,0
"224 HIGHLAND BOULEVARD, 905",1940,0
"224 HIGHLAND BOULEVARD, 907",1940,0
"224 HIGHLAND BOULEVARD, 909",1940,0
"224 HIGHLAND BOULEVARD, 912",1940,0
"224 HIGHLAND BOULEVARD, 914",1940,0
"44 EUCLID AVENUE, 1B",2020,"529,490"
"44 EUCLID AVENUE, 1C",2020,"549,000"
"44 EUCLID AVE, 2A",2020,"380,000"
"44 EUCLID AVENUE, 2B",2020,"417,905"
"44 EUCLID AVE, 2C",2020,"380,000"
"44 EUCLID AVENUE, 2D",2020,"390,000"
"44 EUCLID AVENUE, 3A",2020,"453,150"
"44 EUCLID AVENUE, 3B",2020,"450,000"
"44 EUCLID AVENUE, 3C",2020,"585,494"
2983 FULTON STREET,1910,0
145 JEROME STREET,1920,0
380 RIDGEWOOD AVENUE,1915,0
3385 FULTON STREET,1920,0
3342 FULTON STREET,1920,"1,700,000"
161 JAMAICA AVENUE,1931,"1,300,000"
3051 ATLANTIC AVENUE,1920,"2,100,000"
3304 FULTON STREET,1920,"2,500,000"
2550 EAST NEW YORK AVENUE,2006,0
2562 EAST NEW YORK AVENUE,2006,0
2667 FULTON STREET,,"6,200,000"
81 NEW JERSEY AVE,,"6,200,000"
24 ALABAMA AVENUE,,0
207 HALE AVENUE,,0
3429 ATLANTIC AVENUE,1930,"1,225,000"
3298 FULTON STREET,1930,"2,500,000"
N/A NEW JERSEY AVENUE,,0
2757 FULTON STREET,,0
2795 FULTON STREET,,0
2795 FULTON STREET,,"2,620,000"
"44 EUCLID AVENUE, P1",2020,"450,000"
"44 EUCLID AVENUE, P2",2020,"549,000"
"44 EUCLID AVENUE, P4",2020,"529,490"
"44 EUCLID AVE, P6",2020,"380,000"
"44 EUCLID AVE, P7",2020,"380,000"
"44 EUCLID AVENUE, P8",2020,"417,905"
"44 EUCLID AVENUE, P9",2020,"390,000"
7 DOUGHTY STREET,1910,0
"1 JOHN STREET, 9B",2014,0
"1 MAIN STREET, 3E",1931,0
"1 MAIN STREET, 3L",1931,"2,125,000"
"1 MAIN STREET, 6G",1913,"3,950,000"
"1 MAIN ST, 6H",1913,"3,950,000"
"1 MAIN STREET, 7D",1913,"3,700,000"
"1 MAIN STREET, 8K",1913,"2,150,000"
"1 MAIN STREET, 12E",1913,0
"133 WATER STREET, 5C",,"815,000"
"133 WATER STREET, 12D",,"975,000"
"168 PLYMOUTH STREET, PHD",1913,0
"50 BRIDGE STREET, 409",1904,"1,450,000"
"50 BRIDGE STREET, 411",1904,"1,645,000"
"50 BRIDGE STREET, 610",1904,"2,055,040"
"205 WATER STREET, 6M",2010,0
"205 WATER STREET, 7C",2010,0
"205 WATER STREET, 7N",2010,0
"205 WATER STREET, 7N",2010,"1,230,000"
"51 JAY STREET, 2A",1905,"2,250,000"
"51 JAY STREET, 4M",1905,"1,950,000"
"37 BRIDGE STREET, 1C",1916,"1,225,800"
"37 BRIDGE STREET, 1D",1916,"1,155,000"
"37 BRIDGE STREET, 3D",1916,"1,115,000"
"37 BRIDGE STREET, 4G",1916,"1,800,000"
"37 BRIDGE STREET, 6F",1916,"1,340,000"
"47 BRIDGE STREET, TH-C",2014,"1,525,000"
"47 BRIDGE STREET, 2D",2014,"1,400,000"
"47 BRIDGE STREET, 3B",2014,"1,460,000"
"30 MAIN STREET, 2B",1910,"2,850,000"
"30 MAIN STREET, 3G",1910,"2,510,000"
"30 MAIN STREET, 3H",1910,"1,570,000"
"30 MAIN STREET, 5G",1910,"2,575,000"
"30 MAIN STREET, 5H",1910,"1,662,500"
"30 MAIN STREET, 6F",1910,0
"30 MAIN STREET, 11B",1910,"5,250,000"
"30 MAIN STREET, 11C",1910,"5,250,000"
"42 MAIN STREET, 2A-B",2002,0
"57 FRONT STREET, 302",1899,0
"57 FRONT STREET, 605",1899,0
"200 WATER STREET, GB",1951,"3,625,000"
"70 WASHINGTON STREET, 2U",1916,"1,460,000"
"70 WASHINGTON STREET, 3D",1916,"2,020,000"
"70 WASHINGTON STREET, 3Q",1916,"950,000"
"70 WASHINGTON STREET, 5D",1916,"2,100,000"
"70 WASHINGTON STREET, 6A",1916,"1,800,000"
"70 WASHINGTON STREET, 6I",1916,0
"70 WASHINGTON STREET, 7B",1916,"1,475,000"
"70 WASHINGTON STREET, 9I",1916,0
"70 WASHINGTON STREET, 9L",1916,"1,645,000"
"70 WASHINGTON STREET, 12A",1916,"1,625,000"
"60 FRONT STREET, 10C",2019,"2,035,000"
"60 FRONT STREET, 12B",2019,"4,915,000"
"60 FRONT STREET, 16A",2019,"6,391,275"
"60 FRONT STREET, 16B",2019,"3,873,746"
"60 FRONT STREET, 17A",2019,"5,001,675"
"60 FRONT STREET, 17B",2019,"1,807,394"
"60 FRONT STREET, 18A",2019,"4,593,375"
"60 FRONT STREET, 18B",2019,"1,578,288"
"60 FRONT STREET, 19A",2019,"5,196,638"
"60 FRONT STREET, 19E",2019,"5,794,140"
"60 FRONT STREET, 20A",2019,"4,894,496"
"60 FRONT STREET, 20D",2019,"2,099,000"
"60 FRONT STREET, 20E",2019,"5,711,096"
"60 FRONT STREET, 21A",2019,"8,566,661"
"60 FRONT STREET, 21B",2019,"5,461,013"
"60 FRONT STREET, 21D",2019,"4,931,381"
"60 FRONT STREET, 22A",2019,"8,063,925"
"60 FRONT STREET, 23A",2019,"7,655,625"
"60 FRONT STREET, 23C",2019,"2,833,188"
"30 FRONT STREET, 24A",2019,"7,645,563"
"60 FRONT STREET, 24B",2019,"5,731,763"
"30 FRONT STREET, 24D",2019,"3,700,000"
"60 FRONT STREET, 25A",2019,"8,599,819"
"60 FRONT STREET, 25B",2019,"6,890,063"
"60 FRONT STREET, 25C",2019,"3,450,000"
"60 FRONT STREET, 26A",2019,"7,706,663"
"60 FRONT STREET, 27A",2019,"7,910,813"
"60 FRONT STREET, 28A",2019,"6,816,000"
"60 FRONT STREET, 29A",2019,"13,042,633"
"60 FRONT STREET, 29B",2019,"3,929,888"
"60 FRONT STREET, 30A",2019,"8,098,099"
"60 FRONT STREET, 30B",2019,"6,397,886"
"60 FRONT STREET, 31A",2019,"8,167,788"
"60 FRONT STREET, 31B",2019,"4,950,000"
"84 FRONT STREET, 2A",2003,"955,000"
"84 FRONT STREET, 8E",2006,"1,300,000"
"84 FRONT STREET, 11D",2006,"1,197,000"
"98 FRONT STREET, GRA",2018,"695,975"
"98 FRONT ST, 3L",2018,0
"98 FRONT STREET, 4J",2018,"1,550,000"
"98 FRONT STREET, 4K",2018,"1,550,000"
"98 FRONT STREET, 5E",2018,"1,380,000"
"98 FRONT STREET, 5M",2018,"1,295,000"
"98 FRONT STREET, 5Q",2018,10
"98 FRONT STREET, 6K",2018,0
"98 FRONT STREET, 7C",2018,"1,380,000"
"98 FRONT STREET, 7R",2018,"1,450,000"
"98 FRONT STREET, 8B",2018,"2,165,000"
"98 FRONT STREET, 8Q",2018,"1,550,000"
"98 FRONT STREET, 8R",2018,"1,545,000"
"98 FRONT STREET, 8R",2018,"1,560,723"
"98 FRONT STREET, 9B",2018,0
"98 FRONT STREET, 9J",2018,"1,375,000"
"98 FRONT STREET, 9U",2018,1
"98 FRONT STREET, PH2B",2018,"2,700,000"
"98 FRONT STREET, PH3A",2018,"3,725,000"
"98 FRONT STREET, PH3C",2018,"2,125,000"
"85 ADAMS STREET, 5C",,"975,000"
"85 ADAMS STREET, 7D",,"1,295,000"
"100 JAY STREET, 5L",,"780,000"
"100 JAY STREET, 6K",,0
"100 JAY STREET, 7E",,"925,000"
"100 JAY STREET, 8B",,"925,000"
"100 JAY STREET, 8K",,"742,600"
"100 JAY STREET, 9J",,"685,000"
"100 JAY STREET, 10C",,"1,430,000"
"100 JAY STREET, 12K",,"865,000"
"100 JAY STREET, 15D",,"770,000"
"100 JAY STREET, 16C",,"1,620,000"
"100 JAY STREET, 16D",,"755,000"
"100 JAY STREET, 16J",,"1,150,000"
"100 JAY STREET, 17C",,"1,560,000"
"100 JAY STREET, 18D",,"785,000"
"100 JAY STREET, 21E",,"1,035,000"
"100 JAY STREET, 22E",,"1,045,000"
"100 JAY STREET, 23E",,0
"100 JAY STREET, 23F",,0
"100 JAY STREET, 23H",,"2,290,000"
"100 JAY STREET, 25A",,"2,625,000"
"100 JAY STREET, 31C",,"1,875,000"
"100 JAY STREET, 32A",,0
"180 FRONT STREET, 2L",2018,"2,793,000"
"180 FRONT STREET, 4E",2018,"2,515,000"
"180 FRONT STREET, 4L",2018,"2,650,000"
"180 FRONT STREET, 8B",2018,"1,900,000"
"180 FRONT STREET, 9K",2018,"1,330,000"
"180 FRONT STREET, 10D",2018,"2,450,000"
"180 FRONT STREET, 10K",2018,"1,335,000"
"180 FRONT STREET, 11K",2018,"1,375,000"
"180 FRONT STREET, 14H",2018,"1,240,000"
"180 FRONT STREET, 14L",2018,"2,950,000"
"180 FRONT STREET, 15L",2018,"2,975,000"
"180 FRONT STREET, 16D",2018,0
"180 FRONT STREET, 16F",2018,"2,175,000"
"180 FRONT STREET, 16L",2018,"2,900,000"
"180 FRONT STREET, 17B",2018,"2,250,000"
"180 FRONT STREET, 17H",2018,"1,270,000"
"180 FRONT STREET, 17K",2018,"1,400,000"
"180 FRONT STREET, 18E",2018,"3,400,000"
"180 FRONT STREET, PH20E",2018,0
"115 YORK STREET, 2J",2018,"995,000"
"115 YORK STREET, 3A",2018,"1,650,000"
"115 YORK STREET, 3E",2018,"2,475,000"
"115 YORK STREET, 3K",2018,"1,275,000"
"115 YORK STREET, 4G",2018,"1,815,000"
"115 YORK STREET, 4H",2018,"1,200,000"
"115 YORK STREET, 4K",2018,"1,250,000"
"115 YORK STREET, 5B",2018,"1,135,000"
"115 YORK STREET, 6C",2018,"1,190,000"
"115 YORK STREET, 7A",2018,"1,810,000"
"115 YORK STREET, 9G",2018,"1,865,000"
"115 YORK STREET, 9H",2018,"1,225,000"
"115 YORK STREET, 10F",2018,"2,010,000"
"115 YORK STREET, 10K",2018,"1,330,000"
"115 YORK STREET, 12B",2018,"2,025,000"
"115 YORK STREET, 12D",2018,"2,435,000"
"115 YORK STREET, 14A",2018,"2,375,000"
"115 YORK STREET, 14F",2018,"2,055,000"
"115 YORK STREET, 14H",2018,"1,245,000"
"115 YORK STREET, 15A",2018,"2,400,000"
"115 YORK STREET, 15K",2018,"1,395,000"
"115 YORK STREET, 16A",2018,"2,425,000"
"115 YORK STREET, 16G",2018,"1,971,500"
"115 YORK STREET, 16H",2018,"1,255,000"
"115 YORK STREET, 17F",2018,"2,175,000"
"115 YORK STREET, 17L",2018,"2,800,000"
"115 YORK STREET, 18D",2018,"2,650,000"
"115 YORK STREET, 18E",2018,"3,400,000"
"115 YORK STREET, 18F",2018,"2,200,000"
"115 YORK STREET, 18H",2018,"1,265,000"
"115 YORK STREET, 19E",2018,"3,450,000"
"115 YORK STREET, 19H",2018,"1,270,000"
"79 BRIDGE STREET, 4B",1920,"990,000"
"185 YORK STREET, 4C",2009,0
"288 WATER STREET, 2A",2021,0
"288 WATER STREET, 3A",2021,"2,600,477"
"288 WATER STREET, 3B",2021,"2,634,444"
"288 WATER STREET, 4B",2021,0
"85 HUDSON AVENUE, 1A",2002,0
216 PLYMOUTH STREET,1900,0
"98 FRONT STREET, COMM",2018,0
"98 FRONT STREET, COMM",2018,"461,013"
"98 FRONT STREET, PRREC",2018,"655,495"
11 FURMAN STREET,,0
"205 WATER STREET, P27",2010,"185,000"
"205 WATER STREET, P58",2010,"200,000"
"205 WATER STREET, P69",2010,0
"205 WATER STREET, P71",2010,"200,000"
"205 WATER STREET, P72",2010,"117,000"
"205 WATER STREET, P73",2010,"150,000"
"60 FRONT STREET, P34",2019,"4,915,000"
"60 FRONT STREET, P37",2019,"202,800"
"60 FRONT STREET, P51",2019,"202,800"
"30 FRONT STREET, P52",2019,"3,700,000"
"60 FRONT STREET, P55",2019,"223,080"
"60 FRONT STREET, P56",2019,"8,098,099"
"60 FRONT STREET, P57",2019,"6,397,886"
"60 FRONT STREET, P58",2019,"8,063,925"
"60 FRONT STREET, P59",2019,"5,731,763"
"60 FRONT STREET, P62",2019,"4,931,381"
"60 FRONT STREET, P63",2019,"4,931,381"
"60 FRONT STREET, P64",2019,"8,566,661"
"60 FRONT STREET, P65",2019,"8,566,661"
"30 FRONT STREET, P67",2019,"7,645,563"
"60 FRONT STREET, P68",2019,"13,042,633"
"60 FRONT STREET, P69",2019,"5,711,096"
"60 FRONT STREET, P70",2019,"8,599,819"
"60 FRONT STREET, P71",2019,"8,167,788"
"60 FRONT STREET, P74",2019,"5,196,638"
"60 FRONT STREET, P80",2019,"6,391,275"
"60 FRONT STREET, P85",2019,"5,196,638"
"60 FRONT STREET, P86",2019,"5,794,140"
"60 FRONT STREET, P88",2019,"3,873,746"
"60 FRONT STREET, P89",2019,"6,890,063"
"60 FRONT STREET, P90",2019,"6,890,063"
"60 FRONT STREET, P91",2019,"4,950,000"
"60 FRONT STREET, P93",2019,"6,816,000"
"70 WASHINGTON STREET, C1",1916,0
"205 WATER STREET, SU13",2010,0
"205 WATER STREET, SU13",2010,"1,230,000"
"205 WATER STREET, SU19",2010,0
271 STATE STREET,2005,"5,495,000"
459 STATE STREET,1899,"3,300,000"
453 STATE STREET,1899,"2,515,000"
431 STATE STREET,1899,0
411 STATE STREET,1905,"4,700,000"
68 WILLOUGHBY STREET,1920,0
"413 STATE STREET, 2",1900,"1,650,000"
"457 STATE STREET, 2A",1905,"685,000"
"457 STATE STREET, 2C",1905,"620,000"
"85 LIVINGSTON STREET, 11F",1964,"520,000"
"85 LIVINGSTON STREET, 16E",1964,"680,000"
"85 LIVINGSTON STREET, 18A",1964,"425,000"
"85 LIVINGSTON STREET, 19G",1964,"497,000"
"85 LIVINGSTON STREET, 4F",1964,"540,000"
"85 LIVINGSTON STREET, 6E",1964,"650,000"
"85 LIVINGSTON STREET, 6G",1964,0
"85 LIVINGSTON STREET, 7G",1964,"545,000"
"85 LIVINGSTON STREET, 8C",1964,"585,000"
"85 LIVINGSTON STREET, 8F",1964,0
"85 LIVINGSTON, 5L",1964,"335,000"
"96 SCHERMERHORN ST, PHC",1928,"830,000"
"96 SCHERMERHORN STREET, 11B",1928,"700,000"
"96 SCHERMERHORN STREET, 11E",1928,"740,000"
"96 SCHERMERHORN STREET, 2H/F",1928,"650,000"
"96 SCHERMERHORN STREET, 3C",1928,"1,250,000"
"96 SCHERMERHORN STREET, 6C",1928,"1,185,900"
"96 SCHERMERHORN STREET, 6H",1928,"660,000"
"96 SCHERMERHORN STREET, 7D",1928,"990,573"
"96 SCHERMERHORN, 10F",1928,"940,000"
"96 SCHERMERHORN, 11H",1928,"705,000"
"96 SCHERMERHORN, 3F",1928,"1,080,000"
"138 WILLOUGHBY STREET, 16C",2017,"1,268,540"
"138 WILLOUGHBY STREET, 17K",2017,"1,230,000"
"138 WILLOUGHBY STREET, 19C",2017,"1,241,174"
"138 WILLOUGHBY STREET, 19D",2017,"1,230,991"
"138 WILLOUGHBY STREET, 19H",2017,"1,246,265"
"138 WILLOUGHBY STREET, 19J",2017,"1,251,317"
"138 WILLOUGHBY STREET, 20E",2017,"1,862,306"
"138 WILLOUGHBY STREET, 22B",2017,"1,276,813"
"138 WILLOUGHBY STREET, 22C",2017,"1,322,634"
"138 WILLOUGHBY STREET, 22D",2017,0
"138 WILLOUGHBY STREET, 22D",2017,"1,281,904"
"138 WILLOUGHBY STREET, 22H",2017,"1,253,393"
"138 WILLOUGHBY STREET, 22J",2017,"1,296,900"
"138 WILLOUGHBY STREET, 23C",2017,"1,241,215"
"138 WILLOUGHBY STREET, 23D",2017,"1,242,927"
"138 WILLOUGHBY STREET, 23H",2017,"1,256,087"
"138 WILLOUGHBY STREET, 24D",2017,"1,272,399"
"138 WILLOUGHBY STREET, 24K",2017,"1,238,041"
"138 WILLOUGHBY STREET, 28A",2017,"1,923,539"
"138 WILLOUGHBY STREET, 30B",2017,"1,241,174"
"138 WILLOUGHBY STREET, 31B",2017,"1,292,086"
"138 WILLOUGHBY STREET, 32A",2017,"2,028,953"
"138 WILLOUGHBY STREET, 33B",2017,"1,202,992"
"138 WILLOUGHBY STREET, 33L",2017,"2,112,084"
"138 WILLOUGHBY STREET, 34D",2017,"1,265,000"
"138 WILLOUGHBY STREET, 34E",2017,"1,913,219"
"138 WILLOUGHBY STREET, 34L",2017,"2,063,468"
"138 WILLOUGHBY STREET, 35E",2017,"1,913,672"
"138 WILLOUGHBY STREET, 36E",2017,"1,923,685"
"138 WILLOUGHBY STREET, 36F",2017,"2,065,956"
"138 WILLOUGHBY STREET, 37B",2017,"1,342,999"
"138 WILLOUGHBY STREET, 38B",2017,"1,388,820"
"138 WILLOUGHBY STREET, 38H",2017,"1,280,971"
"138 WILLOUGHBY STREET, 46H",2017,"2,234,876"
"138 WILLOUGHBY STREET, 47D",2017,"2,855,100"
"138 WILLOUGHBY STREET, 47H",2017,"2,190,183"
"138 WILLOUGHBY STREET, 48A",2017,"2,391,796"
"138 WILLOUGHBY STREET, 48H",2017,"2,244,150"
"138 WILLOUGHBY STREET, 49H",2017,"2,340,062"
"138 WILLOUGHBY STREET, 51F",2017,"1,327,450"
"138 WILLOUGHBY STREET, 51J",2017,"1,460,098"
"138 WILLOUGHBY STREET, 56C",2017,"2,284,629"
"138 WILLOUGHBY STREET, 56H",2017,"2,345,975"
"138 WILLOUGHBY STREET, 57D",2017,"2,806,533"
"138 WILLOUGHBY STREET, 57H",2017,"2,259,424"
"138 WILLOUGHBY STREET, 59B",2017,"2,052,446"
"138 WILLOUGHBY STREET, 59D",2017,"2,816,571"
"138 WILLOUGHBY STREET, 60E",2017,"2,826,589"
"138 WILLOUGHBY STREET, 62B",2017,"2,082,560"
"138 WILLOUGHBY STREET, 62H",2017,0
"138 WILLOUGHBY STREET, 63B",2017,"2,157,991"
"138 WILLOUGHBY STREET, 63D",2017,"2,984,278"
"138 WILLOUGHBY STREET, 65D",2017,0
"138 WILLOUGHBY STREET, 65D",2017,"3,032,643"
"138 WILLOUGHBY STREET, 65G",2017,"1,160,000"
"138 WILLOUGHBY STREET, 66F",2017,"1,500,828"
"138 WILLOUGHBY STREET, 67B",2017,"2,323,723"
"138 WILLOUGHBY STREET, 67D",2017,"3,178,916"
"138 WILLOUGHBY STREET, 67E",2017,"2,952,122"
"138 WILLOUGHBY STREET, 67F",2017,"1,516,101"
"138 WILLOUGHBY STREET, 67H",2017,"2,497,851"
"138 WILLOUGHBY STREET, 67J",2017,"1,484,406"
"138 WILLOUGHBY STREET, 68J",2017,"1,653,565"
"9 DEKALB AVENUE, 53F",1908,"1,300,000"
"9 DEKALB AVENUE, 54G",2021,"1,092,778"
"9 DEKALB AVENUE, 54D",2021,"1,390,000"
"9 DEKALB AVENUE, 55D",2021,"1,495,000"
"9 DEKALB AVENUE, 57E",2021,"1,470,000"
"9 DEKALB AVENUE, 58D",2021,"1,540,000"
"388 BRIDGE STREET, 36G",2012,0
"388 BRIDGE STREET, 36G",2012,0
"388 BRIDGE STREET, 37AB",2012,"2,300,000"
"388 BRIDGE STREET, 42B",2012,0
"388 BRIDGE STREET, 42F",2012,"950,000"
"388 BRIDGE STREET, 43F",2012,"965,000"
"388 BRIDGE STREET, 43G",2012,"1,550,000"
"388 BRIDGE STREET, 44A",2012,"1,375,000"
"388 BRIDGE STREET, 44B",2012,"999,999"
"388 BRIDGE STREET, PH48E",2012,0
"388 BRIDGE STREET, PH49A",2012,"1,710,000"
"388 BRIDGE STREET, PH49D",2012,"1,615,000"
